C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\center_2019_01_29_13_03_50_243.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\left_2019_01_29_13_03_50_243.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\right_2019_01_29_13_03_50_243.jpg, 0, 0, 0, 7.834977E-05
C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\center_2019_01_29_13_03_50_353.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\left_2019_01_29_13_03_50_353.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\right_2019_01_29_13_03_50_353.jpg, 0, 0, 0, 8.306351E-05
C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\center_2019_01_29_13_03_50_462.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\left_2019_01_29_13_03_50_462.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\right_2019_01_29_13_03_50_462.jpg, 0, 0, 0, 7.857593E-05
C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\center_2019_01_29_13_03_50_573.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\left_2019_01_29_13_03_50_573.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\right_2019_01_29_13_03_50_573.jpg, 0, 0, 0, 7.921317E-05
C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\center_2019_01_29_13_03_50_676.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\left_2019_01_29_13_03_50_676.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\right_2019_01_29_13_03_50_676.jpg, 0, 0, 0, 7.857021E-05
C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\center_2019_01_29_13_03_50_789.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\left_2019_01_29_13_03_50_789.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\right_2019_01_29_13_03_50_789.jpg, 0, 0, 0, 7.832619E-05
C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\center_2019_01_29_13_03_50_892.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\left_2019_01_29_13_03_50_892.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\right_2019_01_29_13_03_50_892.jpg, 0, 0, 0, 7.831994E-05
C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\center_2019_01_29_13_03_51_000.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\left_2019_01_29_13_03_51_000.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\right_2019_01_29_13_03_51_000.jpg, 0, 0, 0, 7.854011E-05
C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\center_2019_01_29_13_03_51_103.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\left_2019_01_29_13_03_51_103.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\right_2019_01_29_13_03_51_103.jpg, 0, 0, 0, 7.809647E-05
C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\center_2019_01_29_13_03_51_206.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\left_2019_01_29_13_03_51_206.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\right_2019_01_29_13_03_51_206.jpg, 0, 0, 0, 7.828013E-05
C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\center_2019_01_29_13_03_51_320.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\left_2019_01_29_13_03_51_320.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\right_2019_01_29_13_03_51_320.jpg, 0, 0, 0, 7.821995E-05
C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\center_2019_01_29_13_03_51_437.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\left_2019_01_29_13_03_51_437.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\right_2019_01_29_13_03_51_437.jpg, 0, 0, 0, 7.786279E-05
C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\center_2019_01_29_13_03_51_539.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\left_2019_01_29_13_03_51_539.jpg, C:\Users\Aninda Charkrabarty\Desktop\Self Driving Data\IMG\right_2019_01_29_13_03_51_539.jpg, 0, 0, 0, 7.786899E-05
